,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,OtherBanksAccounts,ShoppingOnlinePerMonth,AverageInterestRateOnCreditLine,NumberOfTransactionsForGamblingCompanies,NumberOfComplaintsOnSocialMediaOnBanks,NumberOfPagesWithLikesOnFacebook,NumberOfAccessedAddsOnFacebook
2343,0,0.433248383,44,0,2665,NA,9,0,1,0,NA,0,46,17,54,56,71,276
2344,0,0.21756487,24,0,0.001363017,2200,1,0,0,1,0,5,11,6,35,50,23,142
2345,0,0,44,0,0.51697563,4800,11,0,2,0,0,5,1,15,18,65,11,710
2346,0,0.083254394,42,0,2477,NA,3,0,1,0,0,1,59,8,92,18,18,213
2347,0,0.389167582,53,0,0.697629415,4133,11,0,2,0,0,1,13,18,89,13,33,297
2348,0,0.060837205,69,0,219,1,14,0,0,0,0,7,68,9,63,86,25,759
2349,0,0.058720891,28,0,0.074308564,3000,3,0,0,0,0,0,75,16,96,3,94,429
2350,0,0.48166997,48,2,0.467359341,5100,13,0,0,1,0,4,12,2,6,22,83,369
2351,0,0.156709144,60,0,0.047498516,32000,15,0,1,0,2,6,7,4,36,72,56,364
2352,0,0.996667111,36,0,0.096717468,3411,3,0,0,0,2,2,36,9,30,59,43,807
2353,0,0.005333172,91,0,0.000301495,16583,3,0,0,0,0,1,68,16,83,1,88,360
2354,0,0.032188754,72,0,0.004176225,17000,4,0,0,0,1,0,56,3,50,0,71,742
2355,0,0.798608056,62,0,0.434237258,11320,7,0,2,0,0,9,31,6,67,3,5,543
2356,0,0.9999999,41,0,115,NA,1,0,0,0,NA,7,77,1,6,95,17,276
2357,0,0.276986151,45,0,0.759673094,7830,8,0,3,0,0,6,12,15,85,54,87,566
2358,0,0.919452151,71,1,4942,NA,30,1,1,0,0,2,1,2,68,92,11,335
2359,0,0.002086775,80,0,0,3925,3,0,0,0,1,6,58,15,60,26,51,664
2360,0,0.000307164,93,0,0.150462384,4000,11,0,1,0,0,7,73,17,88,85,5,362
2361,0,0.185087574,57,0,0.35906303,15325,20,0,4,0,2,9,38,4,87,79,65,125
2362,0,0,69,0,0.284428893,4000,9,0,1,0,1,9,8,3,20,32,55,184
2363,0,0.695345414,61,0,0.536807899,8000,11,0,1,0,1,0,76,9,90,38,97,487
2364,0,0.9999999,23,0,0.188784009,1800,2,0,0,0,0,4,31,2,6,86,93,517
2365,0,0,55,0,785,NA,4,0,0,0,0,8,4,18,40,76,24,114
2366,0,0.006702442,53,0,0.004881025,4916,6,0,0,0,0,3,68,1,61,22,61,686
2367,0,0.788092262,50,0,0.764426536,6948,9,0,3,0,2,4,53,16,4,15,48,884
2368,0,0.231796267,76,0,0.38652351,2700,8,0,2,0,1,3,78,14,9,90,78,7
2369,0,0.393875435,65,0,0.329797446,20833,15,0,6,0,3,9,78,2,84,74,40,54
2370,0,0.9999999,45,1,1.094979352,4600,3,4,0,0,1,6,77,12,8,27,87,981
2371,0,0.025648718,69,0,15,NA,2,0,0,0,NA,9,42,19,49,12,19,587
2372,0,0.9999999,89,0,0,6000,2,0,0,0,0,8,4,4,73,43,5,353
2373,0,0.198122641,58,0,0.598523304,4333,8,0,1,0,0,9,21,16,48,83,13,833
2374,0,0.385384551,38,0,1.053037608,1036,4,0,1,0,0,9,31,7,63,43,23,686
2375,0,0.023681718,62,0,0.451478551,2400,7,0,3,0,0,8,64,0,15,46,53,244
2376,0,0.066923375,74,0,2561,NA,5,0,1,0,0,9,30,11,64,39,95,454
2377,0,0.9999999,85,0,0.011247188,4000,5,0,0,0,0,8,78,8,89,39,41,273
2378,0,0.166184038,50,0,0.203518593,2500,5,0,0,0,0,3,82,14,46,87,65,531
2379,0,0.013204878,66,0,0.716822654,4166,23,0,3,0,0,4,90,16,9,14,2,744
2380,0,0.068726999,59,2,0.339263276,15120,16,0,1,0,4,0,51,19,17,80,22,237
2381,0,1.042754026,59,6,0.22847208,14666,7,4,2,0,0,2,49,11,18,38,47,875
2382,0,0,58,0,0.132574778,11600,10,0,3,0,1,8,65,9,37,57,91,263
2383,0,0.241148359,54,0,0.222254307,10388,8,0,1,0,3,3,5,2,52,65,99,244
2384,0,0.921179803,44,1,0.253757126,5788,5,1,0,0,2,6,76,12,36,98,8,246
2385,0,0.87678673,59,0,1.438875306,1635,8,0,1,0,3,9,36,5,17,11,20,871
2386,0,0,42,0,0.573151007,6800,10,0,2,0,3,0,33,12,26,25,71,85
2387,0,0.268475704,51,3,1.693792384,1916,11,0,1,1,1,2,31,9,3,61,24,570
2388,0,0.003690934,52,0,0.285994648,5604,9,0,1,0,2,6,39,8,99,65,26,577
2389,0,0.771024905,50,1,0.350720659,8741,14,0,2,0,5,9,74,5,15,4,47,471
2390,0,0.962037962,38,1,0.182575272,1560,3,0,0,0,0,7,46,17,89,87,48,938
2391,0,0.232223932,69,0,0.504614675,4333,15,0,1,0,0,1,59,6,48,41,78,983
2392,0,0.224555089,44,0,0.172716066,7300,3,0,1,0,3,6,84,13,54,37,17,711
2393,0,0.005775151,61,0,0.281690141,5750,8,0,1,0,0,6,25,16,58,28,38,898
2394,0,0.012361669,74,2,0.010582011,1700,7,0,0,0,0,1,0,16,20,46,59,886
2395,0,0.173592,41,0,0.452241195,3747,9,0,2,0,0,9,90,15,95,13,14,467
2396,0,0.138716898,29,2,0.03276419,4333,3,0,0,0,0,8,10,17,53,33,49,714
2397,0,0.018547333,84,0,31,NA,8,0,0,0,0,5,15,3,0,24,55,860
2398,0,0.007946455,69,0,0.267782427,3584,7,0,1,0,0,9,31,2,17,54,23,662
2399,0,0.371375862,64,0,3107,0,6,0,1,0,0,7,76,18,76,3,72,516
2400,0,0.11493527,35,1,0.101624323,2400,3,0,0,0,0,6,28,14,54,47,56,868
2401,0,0.154398948,51,0,1.035995501,2666,13,0,2,0,0,0,76,17,97,60,61,750
2402,0,0.728787735,38,1,0.353819491,7500,6,3,1,2,0,1,64,9,10,55,64,6
2403,0,0.162947552,39,0,0.150896982,16666,13,0,1,0,0,7,52,8,33,6,96,123
2404,0,0.076955976,49,0,0.465322965,6300,8,0,3,0,2,4,7,1,44,8,71,634
2405,0,0.9999999,32,0,0.014133058,2900,0,0,0,0,0,4,79,6,39,42,56,700
2406,0,0.995313964,30,1,0.154133002,3217,6,0,0,0,1,0,6,5,96,35,92,131
2407,0,0.972881909,46,3,0.769292283,2500,8,0,0,4,3,8,88,6,25,58,59,440
2408,0,0.083182301,28,0,96,NA,2,0,0,0,0,4,86,6,29,15,21,47
2409,1,0.049761737,27,0,0.217188062,2780,7,0,0,0,0,4,0,6,11,57,42,316
2410,0,0.745927332,46,0,0.242652507,8097,5,0,2,0,2,1,73,9,98,82,7,676
2411,0,0.910789327,44,1,0.456254375,10000,9,1,3,0,2,7,12,11,64,91,51,47
2412,0,0.754010532,41,0,0.332891749,5283,10,0,0,0,1,2,16,0,5,42,70,288
2413,0,0.568293455,45,0,1.001619579,5556,9,0,1,0,2,8,67,10,58,99,16,248
2414,0,0.655633909,65,0,0.472856019,5083,13,0,1,0,0,3,60,14,90,92,44,870
2415,0,0.011326794,82,0,0.004624045,4973,21,0,0,0,0,0,93,10,40,66,40,243
2416,0,0.18326583,53,0,0.330495246,7046,13,0,1,0,0,4,31,5,17,85,29,593
2417,0,0.017705623,33,0,0.319053619,7142,7,0,1,0,0,7,18,4,76,5,4,551
2418,0,0.358803987,37,0,0.06332278,6000,3,0,1,0,4,7,68,5,8,76,79,573
2419,0,0.456378479,69,0,1985,NA,4,0,1,0,0,4,29,12,65,0,25,175
2420,0,0.23063852,58,0,0.1968002,16000,9,0,3,0,3,3,59,9,52,83,7,866
2421,1,1.305389222,63,1,0.182890855,1355,3,0,0,1,0,8,11,9,17,87,51,218
2422,0,0.08678719,41,1,0.015623373,9600,5,0,0,0,3,7,56,3,22,46,8,622
2423,0,0,84,0,0.188712522,1700,5,0,0,0,0,2,13,15,28,48,45,410
2424,0,0.266556876,65,1,0.720079977,3500,9,0,2,0,0,1,49,2,23,38,65,909
2425,0,0.123401619,55,0,1540,NA,12,0,0,0,0,7,40,19,81,22,13,9
2426,0,0.724220984,52,0,0.093442906,17400,4,0,0,0,2,4,38,12,7,17,38,740
2427,0,0.53648363,30,1,3106,NA,9,0,1,0,0,1,59,17,28,16,51,553
2428,0,0.9999999,56,0,0.228380986,5700,2,0,1,0,0,6,51,4,10,26,89,462
2429,0,2.837806547,64,2,0.411417144,11000,8,0,2,0,2,2,48,5,86,92,21,961
2430,1,0.92358804,39,1,0.180880975,3200,3,0,0,0,0,4,29,18,60,36,4,906
2431,0,0.9999999,60,0,2265,NA,3,0,2,0,0,3,19,6,30,82,89,99
2432,0,0.059077637,33,0,0.828213052,5500,6,0,2,0,0,7,78,12,42,3,79,440
2433,0,0.05924195,51,0,0.358914427,7700,6,0,2,0,2,3,58,8,7,93,65,381
2434,0,0,38,0,0.427381283,3600,4,0,1,0,3,7,8,18,78,48,51,834
2435,0,0.139086091,42,0,0.162415784,8311,5,0,2,0,1,9,13,4,41,62,67,143
2436,1,0.9999999,40,0,0.024168236,3185,1,3,0,0,2,9,35,8,24,97,76,732
2437,0,0.036158699,46,0,0.261712095,4695,6,0,1,0,0,6,60,16,37,97,35,210
2438,0,0.024731104,48,0,1230,NA,6,0,1,0,3,8,87,4,66,13,50,420
2439,0,0.146344333,31,0,0.173706573,4000,8,0,0,0,0,4,21,5,18,45,59,931
2440,0,0.001101664,58,0,0.396172522,3500,6,0,2,0,0,2,12,13,38,43,79,390
2441,0,0.951598654,55,0,0.554855251,9360,27,0,2,0,0,7,6,18,87,71,23,17
2442,0,0.105844684,45,4,0.377848317,8820,25,0,2,0,1,4,70,1,95,76,86,662
2443,0,0,47,2,2603,NA,7,0,2,0,0,6,11,0,20,29,23,477
2444,0,0.060803457,62,0,0.449477352,6600,7,0,1,0,0,2,80,17,80,91,28,199
2445,0,0.25389671,58,0,1.008893579,6633,30,0,5,0,0,4,82,16,59,33,27,744
2446,0,0.389219882,43,0,1.118220445,4000,20,0,2,0,0,9,68,8,24,21,96,448
2447,0,0.12052884,59,0,0.341663692,2800,11,0,0,0,0,5,4,12,42,96,48,253
2448,0,0,58,0,1113,NA,4,0,1,0,0,3,75,10,9,60,70,918
2449,0,0.311908921,57,0,0.038740315,4000,1,0,0,0,1,4,97,5,14,22,69,373
2450,0,0.070773663,84,2,1332,NA,9,1,1,0,0,3,53,8,4,2,61,143
2451,0,0.275536858,47,0,0.192701825,4000,3,0,0,0,2,1,14,11,73,36,17,945
2452,0,0.125656665,68,0,0.354175468,7100,14,0,1,0,0,5,16,6,68,71,32,110
2453,0,0.353155374,45,0,1435,1,13,0,2,0,2,2,88,11,37,45,99,384
2454,0,0.059341539,72,0,0.391578588,11731,15,0,2,0,1,5,39,11,83,92,67,762
2455,0,0.663605086,62,0,0.572717024,6208,13,0,1,0,1,5,88,9,67,85,30,652
2456,0,0.302227225,64,0,0.189887119,6466,13,0,0,0,1,2,11,18,10,93,17,621
2457,0,0.265081365,32,0,0.207063377,6200,6,0,0,0,3,7,27,7,71,91,33,442
2458,0,0.015984016,51,0,3138,NA,4,0,2,0,0,6,23,11,3,24,72,712
2459,0,0.955391478,59,0,1931,NA,8,0,1,0,0,7,24,14,68,70,63,69
2460,0,0.198076765,37,1,0.725284981,15000,12,0,4,0,0,8,29,8,27,31,60,136
2461,0,0.013427579,66,2,2143,NA,12,0,1,0,0,2,6,5,14,45,16,138
2462,0,0.097393507,59,1,2236,NA,6,0,3,1,2,4,22,4,7,37,67,622
2463,0,0.819311085,51,0,0.508774298,7407,14,0,2,0,0,2,65,17,32,46,8,553
2464,1,0.117703076,51,2,0.107120353,4760,9,0,0,1,0,9,71,10,27,50,44,746
2465,0,0.021353518,70,0,0.612516175,8500,19,0,4,0,0,4,68,3,96,51,73,872
2466,0,0.444033966,57,0,0.366860773,11333,18,0,2,0,0,0,62,5,77,2,33,121
2467,0,0.301349325,44,0,845,NA,2,0,1,0,0,4,76,18,54,43,87,976
2468,0,0.002197706,81,0,0.078437404,3250,6,0,0,0,1,0,22,7,13,99,84,824
2469,0,0.951575711,29,0,0.873503384,1920,9,0,1,2,0,0,59,18,29,77,35,407
2470,0,0.9999999,55,0,1242,NA,6,0,1,0,1,4,12,2,12,69,82,826
2471,0,0.075129641,38,0,0.617751115,6500,14,0,2,0,1,1,5,2,68,57,98,281
2472,1,0.9999999,46,1,0.673163418,2000,5,3,0,2,0,3,74,15,3,63,27,458
2473,0,0.864257488,42,3,0.326148547,18000,15,0,2,0,5,3,17,5,85,61,78,325
2474,0,0.054486588,59,0,1837,NA,5,0,1,0,0,7,25,4,99,67,84,836
2475,0,0.043752272,69,0,0.218931584,5334,5,0,1,0,0,0,17,1,41,94,28,637
2476,0,0.003148802,43,0,1243,NA,9,0,2,0,0,0,55,4,64,15,74,851
2477,1,0.986295215,50,3,0.170919325,5329,6,0,2,1,1,8,42,10,13,43,38,109
2478,0,0.025079156,64,0,0.010381862,8379,12,0,0,0,0,9,14,0,46,62,95,685
2479,0,0,40,0,0.265091864,5333,5,0,1,0,1,2,56,19,46,56,19,653
2480,0,0.04559544,65,0,0.294095454,5300,3,0,1,0,0,6,67,17,6,30,16,636
2481,0,0.501810178,63,0,4903,NA,24,0,2,0,0,3,0,2,4,82,52,843
2482,0,0.085942705,59,0,0.510359027,7770,13,0,4,0,2,5,24,7,99,4,30,201
2483,0,0.677963523,65,1,0.938905859,3600,14,0,1,0,1,5,55,19,72,65,52,374
2484,0,0.272143352,39,0,222,NA,3,0,0,0,0,4,1,2,55,2,20,844
2485,0,0.831128732,47,0,0.46374635,11984,16,0,2,0,0,1,6,18,0,27,57,369
2486,0,0.9999999,33,1,0.101789821,10000,6,0,0,0,0,6,33,17,10,61,63,600
2487,0,0,31,0,0.033655448,3000,10,0,0,0,0,7,65,6,96,93,8,119
2488,0,0.353554882,56,0,0.284202933,8317,4,0,1,0,0,8,90,0,22,5,79,335
2489,0,0.409889289,38,0,0.782426778,2150,8,0,1,0,1,9,89,10,51,77,37,407
2490,1,0.258262875,40,1,0.718093969,3000,5,3,2,0,1,1,27,10,96,91,70,824
2491,0,0.201199201,23,0,0.003746878,2401,1,0,0,0,0,8,57,13,26,72,54,128
2492,0,0.006367642,62,0,6413,NA,18,0,2,0,0,0,87,0,4,29,61,187
2493,0,0.092003582,55,0,0.396001111,3600,4,0,1,0,0,8,74,4,28,94,67,268
2494,0,0.039799276,50,0,0.177809902,8300,8,0,1,0,3,3,12,14,69,7,80,565
2495,0,0.882164926,60,0,0.426229508,2500,8,0,0,0,0,2,41,11,27,6,38,34
2496,1,0.451376082,48,0,2.51196093,12080,29,0,17,0,2,4,59,7,87,2,39,126
2497,0,0.936191982,31,4,0.060705974,5155,6,0,0,0,1,8,97,3,49,19,29,615
2498,0,0.416194602,22,0,0.014993753,2400,2,0,0,0,0,2,79,17,14,41,52,978
2499,0,0.000866638,83,0,0,0,5,0,0,0,0,6,63,6,67,47,72,523
2500,0,0.201010872,58,0,5285,NA,12,0,2,0,0,6,18,15,98,43,63,741
2501,0,0.146229201,51,0,1.471404775,1800,18,0,1,0,0,9,9,1,69,92,11,158
2502,0,0.767510197,46,0,0.410051107,5869,10,0,2,0,3,7,14,5,38,18,38,180
2503,0,0.124987583,57,0,0.115903155,14166,13,0,1,0,2,2,3,16,78,72,63,226
2504,0,0.018660989,54,0,0.194950912,12833,5,0,1,0,0,9,64,5,87,38,9,965
2505,0,0.108642811,48,0,0.283612429,10330,7,0,2,0,2,3,61,17,50,17,43,483
2506,0,0.041193578,81,0,0.009128386,3395,4,0,0,0,0,5,6,14,91,14,71,936
2507,0,0.028823545,54,0,0.458181241,6300,8,0,1,0,1,4,46,4,44,75,56,785
2508,0,0.957418172,46,0,0.805379045,6766,14,0,2,0,1,5,2,4,73,36,0,798
2509,0,0.347676394,78,0,0.897422409,1900,8,0,1,0,1,4,52,4,46,88,85,389
2510,0,0.9999999,45,0,0,4116,4,0,0,0,0,1,29,5,9,14,36,992
2511,0,0.012797706,81,0,0.226171962,4500,6,0,1,0,0,7,68,9,91,77,48,142
2512,0,0.444712481,74,0,0.333703621,4500,13,0,0,0,0,5,0,13,73,66,48,409
2513,0,0.276726657,34,0,0.263849384,7382,8,0,1,0,5,7,66,11,95,17,86,422
2514,0,0.855349926,23,1,0.146163216,820,4,0,0,1,0,9,24,2,91,17,9,969
2515,0,0.926799199,81,1,2110,NA,6,0,0,0,0,2,95,1,1,4,4,84
2516,0,0.190258151,48,0,0.402248595,1600,8,0,0,0,0,8,63,5,30,69,91,3
2517,0,0.306986638,67,0,0.38263478,12000,12,0,2,0,0,6,18,18,43,77,77,201
2518,0,0.313519451,52,0,1759,0,14,0,2,0,0,5,7,9,16,81,74,931
2519,0,0.533884028,38,0,0.50764847,6667,10,0,2,0,2,1,58,4,90,48,55,839
2520,0,0.008407096,45,0,0.335255671,2600,7,0,1,0,0,6,14,16,29,64,0,748
2521,0,0.005561378,45,0,0.269341332,8000,13,0,1,0,0,2,75,19,10,24,67,284
2522,0,0.723053227,47,1,4.340182648,875,11,1,1,0,4,4,97,0,85,39,90,934
2523,0,0.353357583,40,0,0.691030897,10000,10,0,4,0,6,1,48,17,24,45,85,930
2524,0,0.224815543,62,0,483,NA,12,0,0,0,0,5,41,4,97,5,46,249
2525,0,0.401704653,52,0,0.892573901,4160,9,0,2,0,0,6,36,12,54,80,87,841
2526,0,0,78,0,0.748603352,3400,2,0,1,0,0,0,10,7,31,99,6,907
2527,0,0.48585301,58,0,0.315384615,7149,9,0,1,0,0,7,85,15,23,34,17,496
2528,0,0.032020796,64,0,126,NA,11,0,0,0,0,2,36,13,44,34,42,696
2529,0,0.086605363,70,0,73,NA,3,0,0,0,0,8,17,2,84,43,34,845
2530,0,0.650168985,61,0,0.783073131,6084,22,0,1,0,1,0,27,15,11,76,53,383
2531,0,0.033369849,57,0,0.413894505,5440,9,0,2,0,2,9,92,9,30,28,53,661
2532,0,0.213011391,57,1,0.250010706,23350,14,0,2,0,1,0,70,12,18,82,61,737
2533,0,0.9999999,51,1,0.181613649,16000,5,0,1,0,2,4,22,2,80,88,17,627
2534,0,0.042531087,62,0,0.003961804,9843,6,0,0,0,2,8,96,3,87,55,8,805
2535,0,0.337388426,39,0,0.333611065,6000,6,0,2,0,0,1,79,9,54,46,57,149
2536,0,0.331223896,33,0,0.133743274,1300,4,0,0,0,0,1,4,7,77,15,21,148
2537,0,0.009207934,52,0,2897,NA,10,0,2,0,0,3,78,5,77,18,5,759
2538,0,0.663486051,37,0,0.023032939,37250,10,0,0,0,0,2,68,16,77,11,54,546
2539,0,0,77,0,0.000240096,8329,5,0,0,0,0,6,21,16,20,33,49,409
2540,0,0.099153905,63,1,42,NA,2,0,0,0,1,1,56,13,84,36,58,571
2541,0,0.016019485,73,0,23,NA,2,0,0,0,1,3,89,12,40,7,80,574
2542,0,0,42,0,11.92105263,151,12,0,2,0,3,9,75,5,92,23,52,785
2543,0,0.01099945,63,0,0.006928406,865,5,0,0,0,0,5,27,16,82,5,46,749
2544,0,0.478925816,50,0,0.380642618,5072,7,0,1,0,2,0,23,14,99,83,95,85
2545,0,0.436672236,54,0,0.374108612,14583,6,0,2,0,0,2,59,9,4,91,76,230
2546,0,0.095965505,52,3,0.189097104,13500,11,0,2,0,1,3,24,12,67,53,94,651
2547,0,0.259772812,68,0,0.391440175,3200,7,0,1,0,0,5,88,2,92,54,45,707
2548,0,0.163462649,30,0,0.235238988,3200,12,0,0,0,0,6,75,9,93,90,62,159
2549,0,0.487814634,65,0,0.494951167,6040,14,0,1,0,0,3,19,6,87,7,95,227
2550,0,0.423639586,39,0,0.15797684,33333,10,0,2,0,2,7,31,7,28,40,75,531
2551,0,0.982225514,52,0,0.804941482,3075,8,0,2,0,1,2,64,11,50,30,72,165
2552,1,0.972037284,53,2,0.178454842,3675,9,1,0,1,0,5,82,18,57,86,68,108
2553,0,0.84293979,39,0,0.312537493,5000,8,0,1,0,1,1,93,12,59,18,67,61
2554,0,0.352010842,73,0,0.20723589,10364,13,0,1,0,0,6,87,11,10,36,14,338
2555,0,0.320599996,56,0,0.260669262,28000,26,0,2,0,2,2,70,2,42,2,87,357
2556,0,0.9999999,41,0,0,NA,0,0,0,0,0,8,19,9,47,25,4,703
2557,0,0.020658285,58,0,0.185027648,11754,13,0,1,0,1,1,30,8,96,23,71,864
2558,0,0.095994811,32,0,0.205958808,5000,5,0,1,0,3,1,63,12,32,49,51,527
2559,0,0.046057815,69,0,0.002749656,8000,10,0,0,0,0,6,88,18,97,83,69,785
2560,1,0.9999999,36,0,1.018654231,1500,3,1,1,1,0,9,96,1,39,54,33,968
2561,1,0.493802479,28,1,0.55064194,700,9,0,0,0,0,3,2,19,16,51,86,132
2562,0,0.896034846,59,0,0.603015899,6100,10,0,1,0,0,9,97,16,42,38,68,999
2563,0,0.014899255,62,0,863,NA,6,0,1,0,0,1,68,1,61,37,35,523
2564,0,0.9999999,23,0,0,820,1,0,0,0,0,0,97,11,90,88,43,567
2565,0,0.96289138,61,4,0.509008389,7270,12,0,2,0,0,8,92,10,70,46,47,147
2566,0,0.106091621,49,0,1.013997201,5000,11,0,3,0,2,9,48,2,75,76,97,332
2567,0,0.460788025,44,0,2977,NA,6,0,1,0,1,4,72,15,5,20,32,293
2568,0,0.003503268,41,0,0.552093899,6900,17,0,3,0,2,6,88,18,56,16,31,307
2569,0,0.083322224,44,1,0.249968754,8000,5,0,2,0,2,2,15,16,67,58,76,996
2570,0,0.309359655,48,0,0.27257345,6500,8,0,0,0,2,0,99,8,46,14,80,41
2571,0,0,62,0,0.491100593,15000,12,0,5,0,2,4,70,14,58,28,5,287
2572,0,0.737377104,37,0,0.879567915,4350,9,0,2,0,3,2,72,9,17,74,73,446
2573,0,0.028544314,60,0,0.365289722,7092,15,0,3,0,0,6,10,15,52,87,45,297
2574,1,2.760956175,65,0,0.470273484,1681,3,4,0,0,0,9,91,3,66,81,29,455
2575,0,0.035718571,53,0,0.399009618,10500,10,0,2,0,1,8,60,10,8,61,94,416
2576,0,0.450885201,49,0,0.65042216,6750,7,0,1,0,2,0,93,13,41,58,15,464
2577,0,0,85,0,0,NA,3,0,0,0,NA,3,1,18,88,94,36,649
2578,0,0,42,3,0.367098625,10108,6,2,2,0,2,8,85,3,58,62,82,332
2579,0,0,79,0,0.087346025,4464,8,0,0,0,0,2,62,2,87,66,50,724
2580,0,0.17741692,56,0,0.099590041,10000,14,1,1,0,2,1,5,5,47,72,84,399
2581,0,0.009831088,74,0,0.00359928,3333,6,0,0,0,0,2,10,7,10,89,77,119
2582,0,0.00624375,78,0,2357,NA,7,0,1,0,0,3,94,16,46,47,36,289
2583,0,0.191521991,62,0,0.261806189,14250,16,0,2,0,2,7,31,8,94,65,25,966
2584,0,0.579950004,41,0,2195,NA,9,0,1,0,0,6,27,6,37,18,76,918
2585,0,0,46,0,3101,NA,11,0,2,0,1,3,68,2,37,26,78,965
2586,0,0.976080019,37,1,0.484675805,6492,22,0,0,0,1,6,15,9,54,14,4,636
2587,0,0.029883804,63,0,0.246119734,3156,12,0,1,0,1,6,32,2,69,70,25,703
2588,0,0.025949954,36,0,2629,NA,5,0,1,0,0,3,3,8,10,31,55,515
2589,0,0,50,0,0,NA,4,0,0,0,0,8,42,4,48,48,45,10
2590,0,0.048013049,49,0,0.060882124,9000,4,0,0,0,0,9,13,12,47,62,32,219
2591,0,0.057661862,57,1,0.373539868,3937,3,0,1,0,0,4,56,8,69,36,26,348
2592,0,0.686017929,39,0,0.287622313,14000,19,0,1,0,0,8,4,7,99,79,83,843
2593,0,0.109183287,50,0,0.228628562,6000,6,0,1,0,2,2,66,5,90,5,91,463
2594,0,0.613277345,38,0,2965,NA,7,0,2,0,0,7,63,14,94,63,29,740
2595,0,0.026572577,78,0,0.440578903,3592,31,0,2,0,0,7,73,6,27,88,83,960
2596,0,0.750260362,59,0,0.212889356,20000,6,0,2,0,0,4,4,2,11,70,36,352
2597,1,0.958552117,48,0,584,NA,4,2,0,1,0,2,47,14,4,83,23,69
2598,0,0.378589923,30,0,0.171514282,7666,9,0,0,0,0,3,87,1,16,46,14,11
2599,0,0,62,0,0.419201786,3582,8,0,2,0,0,3,75,1,27,77,61,273
2600,0,0.000200799,26,0,0,2300,7,0,0,0,0,6,69,18,91,74,45,663
2601,0,0.373565661,78,0,0.171856978,2600,8,0,0,0,0,3,77,15,87,76,52,441
2602,0,0.207467322,60,0,0.643568841,2207,9,0,1,0,0,0,26,9,4,50,4,832
2603,0,0.012779983,93,0,1402,NA,7,0,1,0,0,2,46,16,41,47,4,312
2604,0,0.248978185,50,1,458,NA,9,0,0,0,1,4,40,1,55,73,3,621
2605,0,0.18083131,57,0,0.222768316,8748,8,0,2,0,2,9,71,9,76,96,44,681
2606,0,0.248501348,66,0,0.829827916,4183,17,0,3,0,0,7,97,10,38,93,70,307
2607,0,0.9999999,56,0,0.443389153,4000,6,0,1,0,2,6,31,5,97,3,51,7
2608,0,0.207941876,63,2,0.313303063,10350,24,0,2,0,0,0,23,8,88,30,54,383
2609,0,0.017927435,53,0,0.20097129,7000,10,0,0,0,3,0,1,9,9,32,65,773
2610,0,0.709651614,49,1,0.678601166,1200,3,0,0,0,0,7,97,15,99,29,98,917
2611,0,0.811471019,56,1,0.257806491,6500,13,0,0,0,0,2,46,16,1,15,21,493
2612,0,0,35,0,0.295863593,3166,5,0,0,2,2,3,54,11,25,5,32,303
2613,0,0.434400225,39,0,0.387204265,3000,9,0,1,0,0,9,72,12,60,7,44,123
2614,0,0.236951515,60,0,0.178065755,8333,10,0,0,0,0,7,54,15,49,95,33,972
2615,0,0,52,0,1057,NA,7,0,2,0,0,4,98,11,58,58,76,808
2616,0,0.021279149,35,0,1292,NA,6,0,1,0,0,6,10,8,38,77,16,533
2617,0,0.019462905,67,0,0.303270725,6175,17,0,2,0,1,5,56,10,30,3,83,646
2618,0,0.129652994,49,0,0.489956641,11300,12,0,2,0,6,4,25,14,69,43,41,898
2619,0,0.081188763,64,0,59,NA,4,0,0,0,0,3,98,14,54,25,74,957
2620,0,0,43,0,4320,NA,14,0,3,0,2,7,40,17,49,15,1,979
2621,0,0.0057842,51,0,0.489627593,4000,7,0,2,0,3,5,59,9,70,89,29,73
2622,0,0.125242868,63,0,0.698325419,4000,9,0,1,0,0,2,77,15,50,17,42,814
2623,0,0.012887966,70,0,0.141314491,7500,14,0,1,0,0,7,76,6,92,69,1,588
2624,0,0,24,0,0.643118149,820,4,0,0,0,0,7,28,14,41,45,73,495
2625,0,0.012285363,75,0,0.501666162,3300,13,0,2,0,0,2,26,11,5,51,0,597
2626,0,0.054869339,40,0,1.608695652,620,4,0,1,0,0,4,50,1,91,93,30,648
2627,0,0.160898806,36,0,2.512269939,325,11,0,1,0,0,9,0,18,40,97,63,521
2628,0,0.246594198,45,0,0.245255651,8272,8,0,2,0,1,8,62,11,40,52,71,379
2629,0,0.018796023,58,0,0.108778244,5000,4,0,0,0,0,8,97,13,11,25,17,303
2630,0,0.106363121,45,0,0.287671233,10000,5,0,2,0,5,4,77,10,7,18,48,882
2631,0,0.030132005,36,0,0.575217886,7916,7,0,2,0,0,2,56,19,30,26,39,789
2632,0,0.039096506,61,0,28,0,4,0,0,0,0,6,68,12,21,83,56,606
2633,0,0.191115056,56,0,0.919826448,5300,30,0,2,0,2,3,77,0,17,42,17,199
2634,0,0.9999999,32,0,5.791044776,200,4,0,2,0,4,2,97,1,52,34,84,973
